Country,League,Season,Date,Time,Home,Away,HG,AG,Res
Mexico,Liga MX,2015/2016,20/09/2015,02:30,Monarcas,Club America,0,3,A
Mexico,Liga MX,2015/2016,20/09/2015,03:00,Dorados de Sinaloa,Pachuca,1,2,A
Mexico,Liga MX,2015/2016,20/09/2015,18:00,Toluca,Chiapas,1,1,D
Mexico,Liga MX,2015/2016,20/09/2015,23:00,Guadalajara Chivas,Queretaro,2,1,H
Mexico,Liga MX,2015/2016,26/09/2015,01:30,Queretaro,Club Leon,3,0,H
Mexico,Liga MX,2015/2016,26/09/2015,03:30,Club Tijuana,Chiapas,1,1,D
Mexico,Liga MX,2015/2016,26/09/2015,23:00,Club America,Guadalajara Chivas,1,2,A
Mexico,Liga MX,2015/2016,27/09/2015,01:00,Monterrey,Monarcas,2,2,D
Mexico,Liga MX,2015/2016,27/09/2015,02:06,Pachuca,Santos Laguna,0,0,D
Mexico,Liga MX,2015/2016,27/09/2015,02:30,Atlas,Veracruz,0,1,A
Mexico,Liga MX,2015/2016,27/09/2015,03:00,Dorados de Sinaloa,Toluca,1,2,A
Mexico,Liga MX,2015/2016,27/09/2015,18:00,UNAM Pumas,Tigres UANL,1,0,H
Mexico,Liga MX,2015/2016,27/09/2015,23:00,Puebla,Cruz Azul,2,1,H
Mexico,Liga MX,2015/2016,30/09/2015,02:00,Toluca,Club Tijuana,4,1,H
Mexico,Liga MX,2015/2016,30/09/2015,02:06,Club Leon,Club America,3,0,H
Mexico,Liga MX,2015/2016,30/09/2015,02:30,Guadalajara Chivas,Monterrey,2,1,H
Mexico,Liga MX,2015/2016,30/09/2015,03:00,Chiapas,Queretaro,0,0,D
Mexico,Liga MX,2015/2016,30/09/2015,03:00,Santos Laguna,Dorados de Sinaloa,1,1,D
Mexico,Liga MX,2015/2016,30/09/2015,03:00,Veracruz,Pachuca,0,1,A
Mexico,Liga MX,2015/2016,01/10/2015,00:45,Monarcas,UNAM Pumas,2,2,D
Mexico,Liga MX,2015/2016,01/10/2015,02:30,Cruz Azul,Atlas,1,1,D
Mexico,Liga MX,2015/2016,01/10/2015,02:45,Tigres UANL,Puebla,0,1,A
Mexico,Liga MX,2015/2016,03/10/2015,01:30,Queretaro,Club Tijuana,2,1,H
Mexico,Liga MX,2015/2016,03/10/2015,23:00,Club America,Chiapas,2,1,H
Mexico,Liga MX,2015/2016,04/10/2015,01:00,Monterrey,Club Leon,4,0,H
Mexico,Liga MX,2015/2016,04/10/2015,01:00,Santos Laguna,Toluca,0,0,D
Mexico,Liga MX,2015/2016,04/10/2015,02:30,Atlas,Tigres UANL,0,1,A
Mexico,Liga MX,2015/2016,04/10/2015,18:00,UNAM Pumas,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2015/2016,04/10/2015,23:00,Puebla,Monarcas,1,3,A
Mexico,Liga MX,2015/2016,10/10/2015,02:30,Monterrey,Puebla,1,1,D
Mexico,Liga MX,2015/2016,17/10/2015,01:30,Veracruz,Santos Laguna,0,3,A
Mexico,Liga MX,2015/2016,17/10/2015,03:30,Club Tijuana,Club America,0,2,A
Mexico,Liga MX,2015/2016,17/10/2015,23:00,Cruz Azul,Dorados de Sinaloa,1,1,D
Mexico,Liga MX,2015/2016,18/10/2015,01:00,Tigres UANL,Pachuca,2,1,H
Mexico,Liga MX,2015/2016,18/10/2015,02:06,Club Leon,UNAM Pumas,1,3,A
Mexico,Liga MX,2015/2016,18/10/2015,02:30,Monarcas,Atlas,0,1,A
Mexico,Liga MX,2015/2016,18/10/2015,03:00,Chiapas,Monterrey,2,2,D
Mexico,Liga MX,2015/2016,18/10/2015,18:00,Toluca,Queretaro,4,2,H
Mexico,Liga MX,2015/2016,18/10/2015,23:00,Guadalajara Chivas,Puebla,1,1,D
Mexico,Liga MX,2015/2016,24/10/2015,01:30,Veracruz,Toluca,3,2,H
Mexico,Liga MX,2015/2016,24/10/2015,03:30,Santos Laguna,Cruz Azul,1,2,A
Mexico,Liga MX,2015/2016,24/10/2015,23:00,Club America,Queretaro,0,1,A
Mexico,Liga MX,2015/2016,25/10/2015,01:00,Monterrey,Club Tijuana,3,1,H
Mexico,Liga MX,2015/2016,25/10/2015,01:06,Pachuca,Monarcas,2,0,H
Mexico,Liga MX,2015/2016,25/10/2015,02:00,Dorados de Sinaloa,Tigres UANL,0,0,D
Mexico,Liga MX,2015/2016,25/10/2015,18:00,UNAM Pumas,Chiapas,2,3,A
Mexico,Liga MX,2015/2016,25/10/2015,23:00,Puebla,Club Leon,1,0,H
Mexico,Liga MX,2015/2016,31/10/2015,01:30,Queretaro,Monterrey,3,1,H
Mexico,Liga MX,2015/2016,31/10/2015,03:30,Club Tijuana,UNAM Pumas,1,2,A
Mexico,Liga MX,2015/2016,31/10/2015,23:00,Cruz Azul,Veracruz,1,1,D
Mexico,Liga MX,2015/2016,01/11/2015,01:00,Tigres UANL,Santos Laguna,2,2,D
Mexico,Liga MX,2015/2016,01/11/2015,02:06,Club Leon,Atlas,2,1,H
Mexico,Liga MX,2015/2016,01/11/2015,02:30,Monarcas,Dorados de Sinaloa,4,0,H
Mexico,Liga MX,2015/2016,01/11/2015,03:00,Chiapas,Puebla,1,0,H
Mexico,Liga MX,2015/2016,01/11/2015,18:00,Toluca,Club America,2,3,A
Mexico,Liga MX,2015/2016,01/11/2015,23:00,Guadalajara Chivas,Pachuca,4,4,D
Mexico,Liga MX,2015/2016,07/11/2015,01:30,Veracruz,Tigres UANL,1,3,A
Mexico,Liga MX,2015/2016,07/11/2015,03:30,Santos Laguna,Monarcas,2,3,A
Mexico,Liga MX,2015/2016,07/11/2015,23:00,Cruz Azul,Toluca,1,2,A
Mexico,Liga MX,2015/2016,08/11/2015,01:00,Monterrey,Club America,2,1,H
Mexico,Liga MX,2015/2016,08/11/2015,02:06,Pachuca,Club Leon,3,2,H
Mexico,Liga MX,2015/2016,08/11/2015,02:30,Atlas,Chiapas,2,3,A
Mexico,Liga MX,2015/2016,08/11/2015,03:00,Dorados de Sinaloa,Guadalajara Chivas,2,1,H
Mexico,Liga MX,2015/2016,08/11/2015,18:00,UNAM Pumas,Queretaro,2,1,H
Mexico,Liga MX,2015/2016,08/11/2015,23:00,Puebla,Club Tijuana,2,1,H
Mexico,Liga MX,2015/2016,11/11/2015,03:00,Dorados de Sinaloa,Veracruz,0,0,D
Mexico,Liga MX,2015/2016,12/11/2015,02:30,Atlas,Guadalajara Chivas,0,1,A
Mexico,Liga MX,2015/2016,15/11/2015,02:06,Pachuca,Cruz Azul,1,2,A
Mexico,Liga MX,2015/2016,21/11/2015,01:30,Queretaro,Puebla,0,0,D
Mexico,Liga MX,2015/2016,21/11/2015,03:30,Club Tijuana,Atlas,2,0,H
Mexico,Liga MX,2015/2016,21/11/2015,23:00,Club America,UNAM Pumas,1,1,D
Mexico,Liga MX,2015/2016,22/11/2015,01:00,Tigres UANL,Cruz Azul,0,0,D
Mexico,Liga MX,2015/2016,22/11/2015,02:06,Club Leon,Dorados de Sinaloa,3,0,H
Mexico,Liga MX,2015/2016,22/11/2015,02:30,Monarcas,Veracruz,1,2,A
Mexico,Liga MX,2015/2016,22/11/2015,03:00,Chiapas,Pachuca,3,2,H
Mexico,Liga MX,2015/2016,22/11/2015,18:00,Toluca,Monterrey,3,1,H
Mexico,Liga MX,2015/2016,22/11/2015,23:00,Guadalajara Chivas,Santos Laguna,0,3,A
Mexico,Liga MX,2015/2016,26/11/2015,01:00,Club America,Club Leon,4,1,H
Mexico,Liga MX,2015/2016,26/11/2015,03:00,Tigres UANL,Chiapas,2,1,H
Mexico,Liga MX,2015/2016,27/11/2015,01:00,Veracruz,UNAM Pumas,1,0,H
Mexico,Liga MX,2015/2016,27/11/2015,03:00,Puebla,Toluca,2,2,D
Mexico,Liga MX,2015/2016,29/11/2015,00:00,Chiapas,Tigres UANL,0,1,A
Mexico,Liga MX,2015/2016,29/11/2015,02:05,Club Leon,Club America,2,1,H
Mexico,Liga MX,2015/2016,29/11/2015,18:00,UNAM Pumas,Veracruz,1,0,H
Mexico,Liga MX,2015/2016,29/11/2015,23:00,Toluca,Puebla,1,0,H
Mexico,Liga MX,2015/2016,04/12/2015,01:00,Club America,UNAM Pumas,0,3,A
Mexico,Liga MX,2015/2016,04/12/2015,03:00,Tigres UANL,Toluca,0,0,D
Mexico,Liga MX,2015/2016,06/12/2015,18:00,UNAM Pumas,Club America,1,3,A
Mexico,Liga MX,2015/2016,07/12/2015,00:00,Toluca,Tigres UANL,0,2,A
Mexico,Liga MX,2015/2016,11/12/2015,03:00,Tigres UANL,UNAM Pumas,3,0,H
Mexico,Liga MX,2015/2016,14/12/2015,02:30,UNAM Pumas,Tigres UANL,3,0,H
Mexico,Liga MX,2015/2016,09/01/2016,01:30,Queretaro,Atlas,1,3,A
Mexico,Liga MX,2015/2016,09/01/2016,03:30,Club Tijuana,Pachuca,1,1,D
Mexico,Liga MX,2015/2016,09/01/2016,23:00,Club America,Puebla,0,0,D
Mexico,Liga MX,2015/2016,10/01/2016,01:00,Monterrey,UNAM Pumas,1,0,H
Mexico,Liga MX,2015/2016,10/01/2016,02:06,Club Leon,Santos Laguna,2,0,H
Mexico,Liga MX,2015/2016,10/01/2016,02:30,Monarcas,Cruz Azul,2,2,D
Mexico,Liga MX,2015/2016,10/01/2016,03:00,Chiapas,Dorados de Sinaloa,1,0,H
Mexico,Liga MX,2015/2016,10/01/2016,18:00,Toluca,Tigres UANL,1,0,H
Mexico,Liga MX,2015/2016,10/01/2016,23:00,Guadalajara Chivas,Veracruz,2,2,D
Mexico,Liga MX,2015/2016,16/01/2016,01:30,Veracruz,Club Leon,1,3,A
Mexico,Liga MX,2015/2016,16/01/2016,03:30,Santos Laguna,Chiapas,1,0,H
Mexico,Liga MX,2015/2016,16/01/2016,23:00,Cruz Azul,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2015/2016,17/01/2016,01:00,Tigres UANL,Monarcas,2,0,H
Mexico,Liga MX,2015/2016,17/01/2016,02:06,Pachuca,Queretaro,1,0,H
Mexico,Liga MX,2015/2016,17/01/2016,02:30,Atlas,Club America,0,3,A
Mexico,Liga MX,2015/2016,17/01/2016,03:00,Dorados de Sinaloa,Club Tijuana,0,1,A
Mexico,Liga MX,2015/2016,17/01/2016,18:00,UNAM Pumas,Toluca,3,2,H
Mexico,Liga MX,2015/2016,17/01/2016,23:00,Puebla,Monterrey,1,3,A
Mexico,Liga MX,2015/2016,23/01/2016,01:30,Queretaro,Dorados de Sinaloa,3,0,H
Mexico,Liga MX,2015/2016,23/01/2016,03:30,Club Tijuana,Santos Laguna,1,3,A
Mexico,Liga MX,2015/2016,23/01/2016,23:00,Club America,Pachuca,1,4,A
Mexico,Liga MX,2015/2016,24/01/2016,01:00,Monterrey,Atlas,1,0,H
Mexico,Liga MX,2015/2016,24/01/2016,02:06,Club Leon,Cruz Azul,3,2,H
Mexico,Liga MX,2015/2016,24/01/2016,02:30,Monarcas,Toluca,1,1,D
Mexico,Liga MX,2015/2016,24/01/2016,03:00,Chiapas,Veracruz,1,1,D
Mexico,Liga MX,2015/2016,24/01/2016,18:00,UNAM Pumas,Puebla,0,1,A
Mexico,Liga MX,2015/2016,24/01/2016,23:00,Guadalajara Chivas,Tigres UANL,2,2,D
Mexico,Liga MX,2015/2016,30/01/2016,03:30,Santos Laguna,Queretaro,2,0,H
Mexico,Liga MX,2015/2016,30/01/2016,03:30,Veracruz,Club Tijuana,2,2,D
Mexico,Liga MX,2015/2016,30/01/2016,23:00,Cruz Azul,Chiapas,2,1,H
Mexico,Liga MX,2015/2016,31/01/2016,00:30,Monarcas,Guadalajara Chivas,2,0,H
Mexico,Liga MX,2015/2016,31/01/2016,01:00,Tigres UANL,Club Leon,3,1,H
Mexico,Liga MX,2015/2016,31/01/2016,02:06,Pachuca,Monterrey,3,1,H
Mexico,Liga MX,2015/2016,31/01/2016,02:30,Atlas,UNAM Pumas,1,1,D
Mexico,Liga MX,2015/2016,31/01/2016,03:00,Dorados de Sinaloa,Club America,0,3,A
Mexico,Liga MX,2015/2016,31/01/2016,18:00,Toluca,Puebla,1,1,D
Mexico,Liga MX,2015/2016,06/02/2016,01:30,Queretaro,Veracruz,2,1,H
Mexico,Liga MX,2015/2016,06/02/2016,03:00,Chiapas,Tigres UANL,1,3,A
Mexico,Liga MX,2015/2016,06/02/2016,03:30,Club Tijuana,Cruz Azul,1,1,D
Mexico,Liga MX,2015/2016,06/02/2016,23:00,Club America,Santos Laguna,2,0,H
Mexico,Liga MX,2015/2016,07/02/2016,01:00,Monterrey,Dorados de Sinaloa,3,0,H
Mexico,Liga MX,2015/2016,07/02/2016,01:00,Puebla,Atlas,4,1,H
Mexico,Liga MX,2015/2016,07/02/2016,02:06,Club Leon,Monarcas,1,2,A
Mexico,Liga MX,2015/2016,07/02/2016,03:00,Guadalajara Chivas,Toluca,1,1,D
Mexico,Liga MX,2015/2016,07/02/2016,18:00,UNAM Pumas,Pachuca,1,1,D
Mexico,Liga MX,2015/2016,13/02/2016,01:30,Veracruz,Club America,1,1,D
Mexico,Liga MX,2015/2016,13/02/2016,02:30,Toluca,Atlas,1,1,D
Mexico,Liga MX,2015/2016,13/02/2016,03:30,Santos Laguna,Monterrey,1,2,A
Mexico,Liga MX,2015/2016,13/02/2016,23:00,Cruz Azul,Queretaro,2,1,H
Mexico,Liga MX,2015/2016,14/02/2016,01:00,Tigres UANL,Club Tijuana,1,2,A
Mexico,Liga MX,2015/2016,14/02/2016,03:00,Dorados de Sinaloa,UNAM Pumas,2,3,A
Mexico,Liga MX,2015/2016,14/02/2016,18:00,Guadalajara Chivas,Club Leon,0,1,A
Mexico,Liga MX,2015/2016,15/02/2016,01:00,Pachuca,Puebla,5,2,H
Mexico,Liga MX,2015/2016,20/02/2016,01:30,Queretaro,Tigres UANL,2,2,D
Mexico,Liga MX,2015/2016,20/02/2016,03:30,Club Tijuana,Monarcas,1,1,D
Mexico,Liga MX,2015/2016,20/02/2016,23:00,Club America,Cruz Azul,3,3,D
Mexico,Liga MX,2015/2016,21/02/2016,01:00,Monterrey,Veracruz,5,1,H
Mexico,Liga MX,2015/2016,21/02/2016,02:06,Club Leon,Toluca,5,1,H
Mexico,Liga MX,2015/2016,21/02/2016,02:30,Atlas,Pachuca,1,0,H
Mexico,Liga MX,2015/2016,21/02/2016,03:00,Chiapas,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2015/2016,21/02/2016,18:00,UNAM Pumas,Santos Laguna,1,1,D
Mexico,Liga MX,2015/2016,21/02/2016,23:00,Puebla,Dorados de Sinaloa,3,2,H
Mexico,Liga MX,2015/2016,27/02/2016,03:30,Veracruz,UNAM Pumas,0,0,D
Mexico,Liga MX,2015/2016,27/02/2016,23:00,Cruz Azul,Monterrey,4,0,H
Mexico,Liga MX,2015/2016,28/02/2016,01:00,Santos Laguna,Puebla,1,1,D
Mexico,Liga MX,2015/2016,28/02/2016,01:00,Tigres UANL,Club America,4,1,H
Mexico,Liga MX,2015/2016,28/02/2016,02:06,Club Leon,Chiapas,1,3,A
Mexico,Liga MX,2015/2016,28/02/2016,02:30,Monarcas,Queretaro,1,1,D
Mexico,Liga MX,2015/2016,28/02/2016,03:00,Dorados de Sinaloa,Atlas,2,1,H
Mexico,Liga MX,2015/2016,28/02/2016,03:00,Toluca,Pachuca,0,1,A
Mexico,Liga MX,2015/2016,28/02/2016,23:00,Guadalajara Chivas,Club Tijuana,1,1,D
Mexico,Liga MX,2015/2016,05/03/2016,03:30,Club Tijuana,Club Leon,0,0,D
Mexico,Liga MX,2015/2016,05/03/2016,23:00,Club America,Monarcas,4,1,H
Mexico,Liga MX,2015/2016,06/03/2016,00:30,Queretaro,Guadalajara Chivas,0,2,A
Mexico,Liga MX,2015/2016,06/03/2016,01:00,Monterrey,Tigres UANL,1,0,H
Mexico,Liga MX,2015/2016,06/03/2016,02:06,Pachuca,Dorados de Sinaloa,2,2,D
Mexico,Liga MX,2015/2016,06/03/2016,02:30,Atlas,Santos Laguna,1,2,A
Mexico,Liga MX,2015/2016,06/03/2016,03:00,Chiapas,Toluca,3,2,H
Mexico,Liga MX,2015/2016,06/03/2016,18:00,UNAM Pumas,Cruz Azul,2,2,D
Mexico,Liga MX,2015/2016,06/03/2016,23:00,Puebla,Veracruz,1,1,D
Mexico,Liga MX,2015/2016,12/03/2016,03:30,Santos Laguna,Pachuca,3,2,H
Mexico,Liga MX,2015/2016,12/03/2016,03:30,Veracruz,Atlas,3,2,H
Mexico,Liga MX,2015/2016,12/03/2016,23:00,Cruz Azul,Puebla,1,1,D
Mexico,Liga MX,2015/2016,13/03/2016,01:00,Tigres UANL,UNAM Pumas,0,0,D
Mexico,Liga MX,2015/2016,13/03/2016,02:06,Club Leon,Queretaro,2,0,H
Mexico,Liga MX,2015/2016,13/03/2016,02:30,Monarcas,Monterrey,1,3,A
Mexico,Liga MX,2015/2016,13/03/2016,03:00,Chiapas,Club Tijuana,1,2,A
Mexico,Liga MX,2015/2016,13/03/2016,18:00,Toluca,Dorados de Sinaloa,3,0,H
Mexico,Liga MX,2015/2016,14/03/2016,01:30,Guadalajara Chivas,Club America,1,2,A
Mexico,Liga MX,2015/2016,19/03/2016,01:30,Queretaro,Chiapas,1,1,D
Mexico,Liga MX,2015/2016,19/03/2016,03:30,Club Tijuana,Toluca,0,0,D
Mexico,Liga MX,2015/2016,19/03/2016,23:00,Club America,Club Leon,2,1,H
Mexico,Liga MX,2015/2016,20/03/2016,01:00,Monterrey,Guadalajara Chivas,1,3,A
Mexico,Liga MX,2015/2016,20/03/2016,02:06,Pachuca,Veracruz,6,0,H
Mexico,Liga MX,2015/2016,20/03/2016,02:30,Atlas,Cruz Azul,0,2,A
Mexico,Liga MX,2015/2016,20/03/2016,03:00,Dorados de Sinaloa,Santos Laguna,3,1,H
Mexico,Liga MX,2015/2016,20/03/2016,23:00,Puebla,Tigres UANL,0,0,D
Mexico,Liga MX,2015/2016,21/03/2016,00:00,UNAM Pumas,Monarcas,4,2,H
Mexico,Liga MX,2015/2016,27/03/2016,03:30,Monarcas,Chiapas,2,0,H
Mexico,Liga MX,2015/2016,02/04/2016,03:30,Toluca,Santos Laguna,0,0,D
Mexico,Liga MX,2015/2016,02/04/2016,04:30,Club Tijuana,Queretaro,2,4,A
Mexico,Liga MX,2015/2016,02/04/2016,04:30,Veracruz,Dorados de Sinaloa,0,0,D
Mexico,Liga MX,2015/2016,03/04/2016,00:00,Cruz Azul,Pachuca,0,0,D
Mexico,Liga MX,2015/2016,03/04/2016,02:00,Tigres UANL,Atlas,2,2,D
Mexico,Liga MX,2015/2016,03/04/2016,03:06,Club Leon,Monterrey,1,2,A
Mexico,Liga MX,2015/2016,03/04/2016,03:30,Monarcas,Puebla,2,0,H
Mexico,Liga MX,2015/2016,03/04/2016,04:00,Chiapas,Club America,0,2,A
Mexico,Liga MX,2015/2016,04/04/2016,02:30,Guadalajara Chivas,UNAM Pumas,4,0,H
Mexico,Liga MX,2015/2016,09/04/2016,01:30,Queretaro,Toluca,0,0,D
Mexico,Liga MX,2015/2016,09/04/2016,03:30,Santos Laguna,Veracruz,2,0,H
Mexico,Liga MX,2015/2016,09/04/2016,23:00,Club America,Club Tijuana,6,1,H
Mexico,Liga MX,2015/2016,10/04/2016,01:00,Monterrey,Chiapas,6,0,H
Mexico,Liga MX,2015/2016,10/04/2016,02:06,Pachuca,Tigres UANL,2,1,H
Mexico,Liga MX,2015/2016,10/04/2016,02:30,Atlas,Monarcas,1,2,A
Mexico,Liga MX,2015/2016,10/04/2016,03:00,Dorados de Sinaloa,Cruz Azul,3,0,H
Mexico,Liga MX,2015/2016,10/04/2016,23:00,Puebla,Guadalajara Chivas,0,3,A
Mexico,Liga MX,2015/2016,11/04/2016,00:30,UNAM Pumas,Club Leon,1,2,A
Mexico,Liga MX,2015/2016,16/04/2016,01:30,Queretaro,Club America,1,0,H
Mexico,Liga MX,2015/2016,16/04/2016,03:30,Club Tijuana,Monterrey,1,2,A
Mexico,Liga MX,2015/2016,16/04/2016,18:45,Toluca,Veracruz,4,2,H
Mexico,Liga MX,2015/2016,16/04/2016,23:00,Cruz Azul,Santos Laguna,0,1,A
Mexico,Liga MX,2015/2016,17/04/2016,01:00,Tigres UANL,Dorados de Sinaloa,5,2,H
Mexico,Liga MX,2015/2016,17/04/2016,02:06,Club Leon,Puebla,4,1,H
Mexico,Liga MX,2015/2016,17/04/2016,02:30,Monarcas,Pachuca,1,0,H
Mexico,Liga MX,2015/2016,17/04/2016,03:00,Chiapas,UNAM Pumas,1,2,A
Mexico,Liga MX,2015/2016,17/04/2016,23:00,Guadalajara Chivas,Atlas,1,0,H
Mexico,Liga MX,2015/2016,23/04/2016,02:00,UNAM Pumas,Club Tijuana,3,1,H
Mexico,Liga MX,2015/2016,23/04/2016,03:30,Veracruz,Cruz Azul,2,1,H
Mexico,Liga MX,2015/2016,23/04/2016,23:00,Club America,Toluca,0,1,A
Mexico,Liga MX,2015/2016,24/04/2016,01:00,Monterrey,Queretaro,3,2,H
Mexico,Liga MX,2015/2016,24/04/2016,01:00,Santos Laguna,Tigres UANL,2,1,H
Mexico,Liga MX,2015/2016,24/04/2016,02:06,Pachuca,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2015/2016,24/04/2016,02:30,Atlas,Club Leon,1,1,D
Mexico,Liga MX,2015/2016,24/04/2016,03:00,Dorados de Sinaloa,Monarcas,1,0,H
Mexico,Liga MX,2015/2016,24/04/2016,23:00,Puebla,Chiapas,2,1,H
Mexico,Liga MX,2015/2016,30/04/2016,01:30,Queretaro,UNAM Pumas,2,1,H
Mexico,Liga MX,2015/2016,30/04/2016,03:30,Club Tijuana,Puebla,0,0,D
Mexico,Liga MX,2015/2016,30/04/2016,23:00,Club America,Monterrey,3,3,D
Mexico,Liga MX,2015/2016,01/05/2016,01:00,Tigres UANL,Veracruz,0,0,D
Mexico,Liga MX,2015/2016,01/05/2016,02:06,Club Leon,Pachuca,0,0,D
Mexico,Liga MX,2015/2016,01/05/2016,02:30,Monarcas,Santos Laguna,3,2,H
Mexico,Liga MX,2015/2016,01/05/2016,03:00,Chiapas,Atlas,0,3,A
Mexico,Liga MX,2015/2016,01/05/2016,18:00,Toluca,Cruz Azul,0,2,A
Mexico,Liga MX,2015/2016,01/05/2016,23:00,Guadalajara Chivas,Dorados de Sinaloa,2,1,H
Mexico,Liga MX,2015/2016,07/05/2016,01:30,Veracruz,Monarcas,1,2,A
Mexico,Liga MX,2015/2016,07/05/2016,03:30,Santos Laguna,Guadalajara Chivas,0,1,A
Mexico,Liga MX,2015/2016,07/05/2016,23:00,Cruz Azul,Tigres UANL,0,3,A
Mexico,Liga MX,2015/2016,08/05/2016,01:00,Monterrey,Toluca,1,2,A
Mexico,Liga MX,2015/2016,08/05/2016,02:06,Pachuca,Chiapas,2,1,H
Mexico,Liga MX,2015/2016,08/05/2016,02:30,Atlas,Club Tijuana,0,0,D
Mexico,Liga MX,2015/2016,08/05/2016,03:00,Dorados de Sinaloa,Club Leon,0,1,A
Mexico,Liga MX,2015/2016,08/05/2016,18:00,UNAM Pumas,Club America,1,1,D
Mexico,Liga MX,2015/2016,08/05/2016,23:00,Puebla,Queretaro,3,1,H
Mexico,Liga MX,2015/2016,12/05/2016,01:00,Tigres UANL,Monterrey,1,3,A
Mexico,Liga MX,2015/2016,12/05/2016,03:00,Monarcas,Club Leon,1,1,D
Mexico,Liga MX,2015/2016,13/05/2016,01:00,Santos Laguna,Pachuca,1,1,D
Mexico,Liga MX,2015/2016,13/05/2016,03:00,Guadalajara Chivas,Club America,0,0,D
Mexico,Liga MX,2015/2016,15/05/2016,01:00,Monterrey,Tigres UANL,1,2,A
Mexico,Liga MX,2015/2016,15/05/2016,03:06,Club Leon,Monarcas,4,1,H
Mexico,Liga MX,2015/2016,16/05/2016,00:00,Club America,Guadalajara Chivas,2,1,H
Mexico,Liga MX,2015/2016,16/05/2016,02:06,Pachuca,Santos Laguna,3,2,H
Mexico,Liga MX,2015/2016,19/05/2016,02:30,Club America,Monterrey,1,0,H
Mexico,Liga MX,2015/2016,20/05/2016,02:06,Club Leon,Pachuca,1,1,D
Mexico,Liga MX,2015/2016,22/05/2016,02:30,Monterrey,Club America,4,2,H
Mexico,Liga MX,2015/2016,23/05/2016,02:06,Pachuca,Club Leon,2,1,H
Mexico,Liga MX,2015/2016,27/05/2016,02:06,Pachuca,Monterrey,1,0,H
Mexico,Liga MX,2015/2016,30/05/2016,02:36,Monterrey,Pachuca,1,1,D
Mexico,Liga MX,2016/2017,16/07/2016,03:00,Club Tijuana,Monarcas,2,0,H
Mexico,Liga MX,2016/2017,16/07/2016,23:00,Queretaro,Veracruz,2,0,H
Mexico,Liga MX,2016/2017,17/07/2016,01:00,Atlas,Toluca,1,1,D
Mexico,Liga MX,2016/2017,17/07/2016,01:00,Monterrey,Puebla,1,1,D
Mexico,Liga MX,2016/2017,17/07/2016,01:06,Pachuca,Club Leon,5,1,H
Mexico,Liga MX,2016/2017,17/07/2016,03:00,Club America,Chiapas,2,0,H
Mexico,Liga MX,2016/2017,17/07/2016,03:00,Necaxa,Cruz Azul,0,0,D
Mexico,Liga MX,2016/2017,17/07/2016,18:00,UNAM Pumas,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2016/2017,18/07/2016,00:00,Santos Laguna,Tigres UANL,0,0,D
Mexico,Liga MX,2016/2017,23/07/2016,03:00,Veracruz,Santos Laguna,2,0,H
Mexico,Liga MX,2016/2017,23/07/2016,23:00,Chiapas,Pachuca,0,2,A
Mexico,Liga MX,2016/2017,23/07/2016,23:00,Cruz Azul,UNAM Pumas,0,0,D
Mexico,Liga MX,2016/2017,24/07/2016,01:00,Monarcas,Queretaro,2,2,D
Mexico,Liga MX,2016/2017,24/07/2016,01:00,Tigres UANL,Atlas,0,0,D
Mexico,Liga MX,2016/2017,24/07/2016,01:06,Club Leon,Necaxa,0,0,D
Mexico,Liga MX,2016/2017,24/07/2016,03:00,Club America,Toluca,3,1,H
Mexico,Liga MX,2016/2017,24/07/2016,03:00,Guadalajara Chivas,Monterrey,1,0,H
Mexico,Liga MX,2016/2017,25/07/2016,00:00,Puebla,Club Tijuana,3,2,H
Mexico,Liga MX,2016/2017,30/07/2016,03:00,Club Tijuana,Guadalajara Chivas,4,0,H
Mexico,Liga MX,2016/2017,30/07/2016,23:00,Queretaro,Puebla,2,1,H
Mexico,Liga MX,2016/2017,31/07/2016,01:00,Atlas,Veracruz,1,0,H
Mexico,Liga MX,2016/2017,31/07/2016,01:00,Monterrey,Cruz Azul,1,1,D
Mexico,Liga MX,2016/2017,31/07/2016,01:06,Pachuca,Necaxa,1,0,H
Mexico,Liga MX,2016/2017,31/07/2016,03:00,Club America,Tigres UANL,0,3,A
Mexico,Liga MX,2016/2017,31/07/2016,18:00,UNAM Pumas,Club Leon,1,0,H
Mexico,Liga MX,2016/2017,31/07/2016,23:00,Chiapas,Toluca,1,0,H
Mexico,Liga MX,2016/2017,01/08/2016,00:00,Santos Laguna,Monarcas,2,4,A
Mexico,Liga MX,2016/2017,06/08/2016,23:00,Cruz Azul,Club Tijuana,1,2,A
Mexico,Liga MX,2016/2017,07/08/2016,01:00,Monarcas,Atlas,3,2,H
Mexico,Liga MX,2016/2017,07/08/2016,01:00,Tigres UANL,Chiapas,1,0,H
Mexico,Liga MX,2016/2017,07/08/2016,01:06,Club Leon,Monterrey,0,3,A
Mexico,Liga MX,2016/2017,07/08/2016,03:00,Guadalajara Chivas,Queretaro,0,0,D
Mexico,Liga MX,2016/2017,07/08/2016,03:00,Necaxa,UNAM Pumas,2,2,D
Mexico,Liga MX,2016/2017,07/08/2016,03:00,Veracruz,Club America,2,4,A
