Country,League,Season,Date,Time,Home,Away,HG,AG,Res
Mexico,Liga MX,2022/2023,21/08/2022,18:00,UNAM Pumas,Santos Laguna,1,5,A
Mexico,Liga MX,2022/2023,21/08/2022,23:00,Atl. San Luis,Toluca,1,0,H
Mexico,Liga MX,2022/2023,22/08/2022,01:05,Pachuca,Club Leon,1,0,H
Mexico,Liga MX,2022/2023,24/08/2022,01:05,Guadalajara Chivas,Monterrey,1,0,H
Mexico,Liga MX,2022/2023,24/08/2022,03:05,Queretaro,Club America,0,1,A
Mexico,Liga MX,2022/2023,25/08/2022,03:05,UNAM Pumas,Tigres UANL,1,1,D
Mexico,Liga MX,2022/2023,26/08/2022,01:05,Pachuca,Atlas,3,1,H
Mexico,Liga MX,2022/2023,26/08/2022,03:05,Club Tijuana,Santos Laguna,0,2,A
Mexico,Liga MX,2022/2023,27/08/2022,01:00,Puebla,Juarez,2,2,D
Mexico,Liga MX,2022/2023,27/08/2022,03:05,Mazatlan FC,Club America,1,3,A
Mexico,Liga MX,2022/2023,27/08/2022,23:00,Cruz Azul,Queretaro,2,1,H
Mexico,Liga MX,2022/2023,28/08/2022,01:05,Tigres UANL,Necaxa,0,0,D
Mexico,Liga MX,2022/2023,28/08/2022,03:05,Guadalajara Chivas,UNAM Pumas,3,1,H
Mexico,Liga MX,2022/2023,28/08/2022,18:00,Toluca,Pachuca,1,4,A
Mexico,Liga MX,2022/2023,29/08/2022,01:00,Club Leon,Atlas,4,2,H
Mexico,Liga MX,2022/2023,29/08/2022,01:05,Santos Laguna,Atl. San Luis,4,1,H
Mexico,Liga MX,2022/2023,29/08/2022,03:05,Club Tijuana,Monterrey,0,3,A
Mexico,Liga MX,2022/2023,02/09/2022,01:00,Atl. San Luis,Club Tijuana,0,0,D
Mexico,Liga MX,2022/2023,02/09/2022,03:05,Queretaro,Puebla,1,1,D
Mexico,Liga MX,2022/2023,03/09/2022,01:00,Necaxa,Club Leon,3,2,H
Mexico,Liga MX,2022/2023,03/09/2022,03:05,Juarez,Cruz Azul,2,2,D
Mexico,Liga MX,2022/2023,03/09/2022,23:05,Pachuca,Santos Laguna,2,0,H
Mexico,Liga MX,2022/2023,04/09/2022,01:05,Atlas,UNAM Pumas,0,0,D
Mexico,Liga MX,2022/2023,04/09/2022,01:05,Monterrey,Mazatlan FC,0,0,D
Mexico,Liga MX,2022/2023,04/09/2022,03:05,Club America,Tigres UANL,2,1,H
Mexico,Liga MX,2022/2023,04/09/2022,23:30,Toluca,Guadalajara Chivas,0,0,D
Mexico,Liga MX,2022/2023,07/09/2022,01:00,Club Leon,Juarez,1,0,H
Mexico,Liga MX,2022/2023,07/09/2022,01:05,Santos Laguna,Necaxa,3,1,H
Mexico,Liga MX,2022/2023,07/09/2022,03:05,Club America,Atl. San Luis,3,0,H
Mexico,Liga MX,2022/2023,07/09/2022,03:05,Monterrey,Cruz Azul,3,2,H
Mexico,Liga MX,2022/2023,08/09/2022,01:00,Puebla,Pachuca,2,2,D
Mexico,Liga MX,2022/2023,08/09/2022,01:00,Tigres UANL,Toluca,3,1,H
Mexico,Liga MX,2022/2023,08/09/2022,03:00,Mazatlan FC,Atlas,1,0,H
Mexico,Liga MX,2022/2023,08/09/2022,03:05,Club Tijuana,Guadalajara Chivas,1,2,A
Mexico,Liga MX,2022/2023,08/09/2022,03:05,UNAM Pumas,Queretaro,4,1,H
Mexico,Liga MX,2022/2023,10/09/2022,03:05,Juarez,Monterrey,0,1,A
Mexico,Liga MX,2022/2023,10/09/2022,23:00,Queretaro,Santos Laguna,3,3,D
Mexico,Liga MX,2022/2023,11/09/2022,01:00,Necaxa,Club America,1,2,A
Mexico,Liga MX,2022/2023,11/09/2022,01:05,Tigres UANL,Club Leon,0,1,A
Mexico,Liga MX,2022/2023,11/09/2022,03:05,Guadalajara Chivas,Puebla,1,0,H
Mexico,Liga MX,2022/2023,11/09/2022,03:05,Toluca,UNAM Pumas,2,2,D
Mexico,Liga MX,2022/2023,11/09/2022,22:00,Cruz Azul,Mazatlan FC,2,0,H
Mexico,Liga MX,2022/2023,12/09/2022,00:05,Atlas,Atl. San Luis,1,3,A
Mexico,Liga MX,2022/2023,12/09/2022,02:05,Pachuca,Club Tijuana,6,1,H
Mexico,Liga MX,2022/2023,14/09/2022,03:00,Guadalajara Chivas,Tigres UANL,1,4,A
Mexico,Liga MX,2022/2023,15/09/2022,03:05,Club America,Santos Laguna,3,3,D
Mexico,Liga MX,2022/2023,15/09/2022,03:05,Juarez,Pachuca,2,1,H
Mexico,Liga MX,2022/2023,16/09/2022,01:00,Cruz Azul,Club Leon,2,1,H
Mexico,Liga MX,2022/2023,17/09/2022,01:00,Puebla,Tigres UANL,2,1,H
Mexico,Liga MX,2022/2023,17/09/2022,03:00,Mazatlan FC,Toluca,1,1,D
Mexico,Liga MX,2022/2023,18/09/2022,01:05,Monterrey,Atlas,2,0,H
Mexico,Liga MX,2022/2023,18/09/2022,02:00,Club America,Guadalajara Chivas,2,1,H
Mexico,Liga MX,2022/2023,18/09/2022,23:00,UNAM Pumas,Cruz Azul,1,2,A
Mexico,Liga MX,2022/2023,19/09/2022,01:05,Club Leon,Queretaro,3,1,H
Mexico,Liga MX,2022/2023,19/09/2022,01:05,Santos Laguna,Juarez,2,0,H
Mexico,Liga MX,2022/2023,19/09/2022,03:00,Atl. San Luis,Pachuca,1,2,A
Mexico,Liga MX,2022/2023,19/09/2022,03:05,Club Tijuana,Necaxa,1,1,D
Mexico,Liga MX,2022/2023,24/09/2022,01:00,Necaxa,Mazatlan FC,2,2,D
Mexico,Liga MX,2022/2023,24/09/2022,03:05,Puebla,UNAM Pumas,2,1,H
Mexico,Liga MX,2022/2023,01/10/2022,01:00,Puebla,Club America,1,2,A
Mexico,Liga MX,2022/2023,01/10/2022,03:00,Juarez,UNAM Pumas,3,1,H
Mexico,Liga MX,2022/2023,01/10/2022,23:00,Atl. San Luis,Tigres UANL,0,3,A
Mexico,Liga MX,2022/2023,01/10/2022,23:05,Monterrey,Pachuca,0,0,D
Mexico,Liga MX,2022/2023,02/10/2022,01:05,Atlas,Necaxa,1,0,H
Mexico,Liga MX,2022/2023,02/10/2022,03:05,Cruz Azul,Guadalajara Chivas,2,1,H
Mexico,Liga MX,2022/2023,02/10/2022,18:00,Toluca,Queretaro,4,1,H
Mexico,Liga MX,2022/2023,03/10/2022,00:05,Santos Laguna,Mazatlan FC,3,0,H
Mexico,Liga MX,2022/2023,03/10/2022,02:00,Club Leon,Club Tijuana,2,2,D
Mexico,Liga MX,2022/2023,09/10/2022,01:00,Tigres UANL,Necaxa,2,0,H
Mexico,Liga MX,2022/2023,09/10/2022,03:15,Cruz Azul,Club Leon,1,0,H
Mexico,Liga MX,2022/2023,09/10/2022,18:00,Toluca,Juarez,3,0,H
Mexico,Liga MX,2022/2023,09/10/2022,22:30,Puebla,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2022/2023,13/10/2022,01:06,Puebla,Club America,1,6,A
Mexico,Liga MX,2022/2023,13/10/2022,03:06,Cruz Azul,Monterrey,0,0,D
Mexico,Liga MX,2022/2023,14/10/2022,01:06,Toluca,Santos Laguna,4,3,H
Mexico,Liga MX,2022/2023,14/10/2022,03:06,Tigres UANL,Pachuca,1,0,H
Mexico,Liga MX,2022/2023,16/10/2022,00:06,Monterrey,Cruz Azul,3,0,H
Mexico,Liga MX,2022/2023,16/10/2022,02:06,Club America,Puebla,5,1,H
Mexico,Liga MX,2022/2023,17/10/2022,01:06,Santos Laguna,Toluca,1,2,A
Mexico,Liga MX,2022/2023,17/10/2022,03:06,Pachuca,Tigres UANL,2,1,H
Mexico,Liga MX,2022/2023,20/10/2022,03:06,Toluca,Club America,2,1,H
Mexico,Liga MX,2022/2023,21/10/2022,03:06,Pachuca,Monterrey,5,2,H
Mexico,Liga MX,2022/2023,23/10/2022,02:06,Club America,Toluca,1,1,D
Mexico,Liga MX,2022/2023,24/10/2022,02:06,Monterrey,Pachuca,0,1,A
Mexico,Liga MX,2022/2023,28/10/2022,02:06,Toluca,Pachuca,1,5,A
Mexico,Liga MX,2022/2023,31/10/2022,01:36,Pachuca,Toluca,3,1,H
Mexico,Liga MX,2022/2023,07/01/2023,01:00,Necaxa,Atl. San Luis,2,3,A
Mexico,Liga MX,2022/2023,07/01/2023,23:00,Club America,Queretaro,0,0,D
Mexico,Liga MX,2022/2023,08/01/2023,03:10,Monterrey,Guadalajara Chivas,0,1,A
Mexico,Liga MX,2022/2023,08/01/2023,18:00,UNAM Pumas,Juarez,2,1,H
Mexico,Liga MX,2022/2023,09/01/2023,01:00,Santos Laguna,Tigres UANL,0,3,A
Mexico,Liga MX,2022/2023,09/01/2023,03:10,Club Tijuana,Cruz Azul,1,1,D
Mexico,Liga MX,2022/2023,10/01/2023,03:10,Pachuca,Puebla,5,1,H
Mexico,Liga MX,2022/2023,13/01/2023,03:05,Atlas,Mazatlan FC,2,1,H
Mexico,Liga MX,2022/2023,14/01/2023,01:05,Atl. San Luis,Guadalajara Chivas,0,0,D
Mexico,Liga MX,2022/2023,14/01/2023,03:05,Puebla,Queretaro,2,0,H
Mexico,Liga MX,2022/2023,14/01/2023,23:00,Cruz Azul,Monterrey,2,3,A
Mexico,Liga MX,2022/2023,15/01/2023,01:05,Juarez,Club Tijuana,3,0,H
Mexico,Liga MX,2022/2023,15/01/2023,01:05,Toluca,Club America,2,2,D
Mexico,Liga MX,2022/2023,15/01/2023,03:05,Santos Laguna,UNAM Pumas,3,0,H
Mexico,Liga MX,2022/2023,16/01/2023,01:05,Tigres UANL,Pachuca,4,1,H
Mexico,Liga MX,2022/2023,17/01/2023,03:05,Club Leon,Necaxa,2,1,H
Mexico,Liga MX,2022/2023,21/01/2023,03:00,Mazatlan FC,Santos Laguna,1,2,A
Mexico,Liga MX,2022/2023,21/01/2023,03:10,Club Tijuana,Tigres UANL,1,1,D
Mexico,Liga MX,2022/2023,21/01/2023,23:06,Monterrey,Atl. San Luis,3,1,H
Mexico,Liga MX,2022/2023,22/01/2023,01:10,Club America,Puebla,2,2,D
Mexico,Liga MX,2022/2023,22/01/2023,03:10,Guadalajara Chivas,Toluca,1,2,A
Mexico,Liga MX,2022/2023,22/01/2023,03:10,Necaxa,Cruz Azul,1,0,H
Mexico,Liga MX,2022/2023,22/01/2023,18:00,UNAM Pumas,Club Leon,4,1,H
Mexico,Liga MX,2022/2023,22/01/2023,23:00,Queretaro,Atlas,3,3,D
Mexico,Liga MX,2022/2023,23/01/2023,01:10,Pachuca,Juarez,4,1,H
Mexico,Liga MX,2022/2023,27/01/2023,03:05,Atlas,Santos Laguna,2,2,D
Mexico,Liga MX,2022/2023,28/01/2023,01:05,Puebla,Monterrey,1,2,A
Mexico,Liga MX,2022/2023,28/01/2023,03:05,Club Tijuana,UNAM Pumas,0,0,D
Mexico,Liga MX,2022/2023,29/01/2023,01:05,Tigres UANL,Atl. San Luis,0,0,D
Mexico,Liga MX,2022/2023,29/01/2023,03:05,Club America,Mazatlan FC,6,0,H
Mexico,Liga MX,2022/2023,29/01/2023,03:05,Juarez,Guadalajara Chivas,1,2,A
Mexico,Liga MX,2022/2023,29/01/2023,18:00,Toluca,Club Leon,0,0,D
Mexico,Liga MX,2022/2023,30/01/2023,01:00,Pachuca,Necaxa,2,1,H
Mexico,Liga MX,2022/2023,02/02/2023,02:05,Atlas,Toluca,0,0,D
Mexico,Liga MX,2022/2023,03/02/2023,03:00,Atl. San Luis,Puebla,2,0,H
Mexico,Liga MX,2022/2023,04/02/2023,01:00,Necaxa,Club Tijuana,1,1,D
Mexico,Liga MX,2022/2023,04/02/2023,03:05,Mazatlan FC,Juarez,2,3,A
Mexico,Liga MX,2022/2023,04/02/2023,23:00,Club Leon,Pachuca,0,1,A
Mexico,Liga MX,2022/2023,05/02/2023,01:05,Cruz Azul,Tigres UANL,0,1,A
Mexico,Liga MX,2022/2023,05/02/2023,03:05,Santos Laguna,Club America,2,2,D
Mexico,Liga MX,2022/2023,05/02/2023,18:00,UNAM Pumas,Atlas,2,2,D
Mexico,Liga MX,2022/2023,05/02/2023,23:05,Guadalajara Chivas,Queretaro,1,1,D
Mexico,Liga MX,2022/2023,06/02/2023,01:10,Monterrey,Toluca,2,1,H
Mexico,Liga MX,2022/2023,10/02/2023,01:05,Queretaro,Club Leon,0,3,A
Mexico,Liga MX,2022/2023,10/02/2023,03:05,Atlas,Monterrey,0,2,A
Mexico,Liga MX,2022/2023,11/02/2023,01:00,Puebla,Mazatlan FC,3,1,H
Mexico,Liga MX,2022/2023,11/02/2023,03:10,Club Tijuana,Atl. San Luis,1,0,H
Mexico,Liga MX,2022/2023,11/02/2023,23:00,Club America,Necaxa,2,1,H
Mexico,Liga MX,2022/2023,12/02/2023,01:05,Juarez,Santos Laguna,3,1,H
Mexico,Liga MX,2022/2023,12/02/2023,01:05,Tigres UANL,UNAM Pumas,4,2,H
Mexico,Liga MX,2022/2023,12/02/2023,03:05,Pachuca,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2022/2023,12/02/2023,18:00,Toluca,Cruz Azul,3,1,H
Mexico,Liga MX,2022/2023,15/02/2023,01:05,Club Leon,Puebla,2,0,H
Mexico,Liga MX,2022/2023,15/02/2023,01:05,Tigres UANL,Juarez,0,0,D
Mexico,Liga MX,2022/2023,15/02/2023,03:05,Atl. San Luis,Club America,1,3,A
Mexico,Liga MX,2022/2023,16/02/2023,01:05,Guadalajara Chivas,Club Tijuana,2,1,H
Mexico,Liga MX,2022/2023,16/02/2023,01:05,Monterrey,Queretaro,2,0,H
Mexico,Liga MX,2022/2023,16/02/2023,03:05,Necaxa,UNAM Pumas,3,1,H
Mexico,Liga MX,2022/2023,17/02/2023,03:00,Mazatlan FC,Pachuca,2,3,A
Mexico,Liga MX,2022/2023,18/02/2023,01:06,Juarez,Club Leon,0,0,D
Mexico,Liga MX,2022/2023,18/02/2023,03:05,Puebla,Cruz Azul,1,3,A
Mexico,Liga MX,2022/2023,18/02/2023,23:00,Atl. San Luis,Santos Laguna,1,1,D
Mexico,Liga MX,2022/2023,18/02/2023,23:06,Monterrey,Necaxa,2,1,H
Mexico,Liga MX,2022/2023,19/02/2023,01:05,Atlas,Tigres UANL,0,1,A
Mexico,Liga MX,2022/2023,19/02/2023,03:05,UNAM Pumas,Guadalajara Chivas,1,2,A
Mexico,Liga MX,2022/2023,19/02/2023,23:00,Queretaro,Mazatlan FC,1,1,D
Mexico,Liga MX,2022/2023,20/02/2023,01:05,Club America,Club Tijuana,2,1,H
Mexico,Liga MX,2022/2023,20/02/2023,03:05,Pachuca,Toluca,1,2,A
Mexico,Liga MX,2022/2023,23/02/2023,02:05,Cruz Azul,Atlas,1,0,H
Mexico,Liga MX,2022/2023,24/02/2023,02:05,Santos Laguna,Toluca,0,5,A
Mexico,Liga MX,2022/2023,25/02/2023,01:05,Necaxa,Queretaro,1,1,D
Mexico,Liga MX,2022/2023,25/02/2023,03:10,Mazatlan FC,UNAM Pumas,1,2,A
Mexico,Liga MX,2022/2023,25/02/2023,23:00,Cruz Azul,Juarez,1,0,H
Mexico,Liga MX,2022/2023,26/02/2023,01:05,Tigres UANL,Guadalajara Chivas,1,2,A
Mexico,Liga MX,2022/2023,26/02/2023,03:05,Atlas,Club America,2,2,D
Mexico,Liga MX,2022/2023,26/02/2023,18:00,Toluca,Atl. San Luis,2,0,H
Mexico,Liga MX,2022/2023,27/02/2023,01:05,Santos Laguna,Puebla,3,2,H
Mexico,Liga MX,2022/2023,27/02/2023,03:05,Club Tijuana,Pachuca,2,0,H
Mexico,Liga MX,2022/2023,28/02/2023,03:10,Club Leon,Monterrey,1,1,D
Mexico,Liga MX,2022/2023,04/03/2023,01:05,Mazatlan FC,Cruz Azul,3,1,H
Mexico,Liga MX,2022/2023,04/03/2023,01:05,Necaxa,Tigres UANL,0,1,A
Mexico,Liga MX,2022/2023,04/03/2023,03:15,Club Tijuana,Atlas,1,1,D
Mexico,Liga MX,2022/2023,04/03/2023,23:00,Club Leon,Atl. San Luis,2,0,H
Mexico,Liga MX,2022/2023,05/03/2023,01:05,Club America,Pachuca,0,3,A
Mexico,Liga MX,2022/2023,05/03/2023,01:10,Monterrey,Juarez,3,0,H
Mexico,Liga MX,2022/2023,05/03/2023,03:05,Guadalajara Chivas,Santos Laguna,2,0,H
Mexico,Liga MX,2022/2023,05/03/2023,18:00,UNAM Pumas,Puebla,2,4,A
Mexico,Liga MX,2022/2023,06/03/2023,01:05,Queretaro,Toluca,1,0,H
Mexico,Liga MX,2022/2023,11/03/2023,01:05,Atl. San Luis,Queretaro,2,0,H
Mexico,Liga MX,2022/2023,11/03/2023,03:05,Puebla,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2022/2023,11/03/2023,23:00,Atlas,Club Leon,0,1,A
Mexico,Liga MX,2022/2023,12/03/2023,01:05,Cruz Azul,UNAM Pumas,1,0,H
Mexico,Liga MX,2022/2023,12/03/2023,03:10,Tigres UANL,Club America,0,2,A
Mexico,Liga MX,2022/2023,12/03/2023,18:00,Toluca,Mazatlan FC,4,1,H
Mexico,Liga MX,2022/2023,13/03/2023,01:05,Pachuca,Monterrey,1,2,A
Mexico,Liga MX,2022/2023,13/03/2023,01:05,Santos Laguna,Club Tijuana,3,2,H
Mexico,Liga MX,2022/2023,13/03/2023,03:15,Juarez,Necaxa,1,1,D
Mexico,Liga MX,2022/2023,18/03/2023,01:00,Puebla,Atlas,0,4,A
Mexico,Liga MX,2022/2023,18/03/2023,03:05,Club Tijuana,Toluca,3,3,D
Mexico,Liga MX,2022/2023,18/03/2023,03:10,Mazatlan FC,Necaxa,0,1,A
Mexico,Liga MX,2022/2023,18/03/2023,23:00,Cruz Azul,Atl. San Luis,1,0,H
Mexico,Liga MX,2022/2023,19/03/2023,01:05,Tigres UANL,Monterrey,0,1,A
Mexico,Liga MX,2022/2023,19/03/2023,03:10,Guadalajara Chivas,Club America,2,4,A
Mexico,Liga MX,2022/2023,19/03/2023,18:00,UNAM Pumas,Pachuca,0,2,A
Mexico,Liga MX,2022/2023,20/03/2023,01:05,Queretaro,Juarez,2,2,D
Mexico,Liga MX,2022/2023,20/03/2023,03:05,Club Leon,Santos Laguna,4,1,H
Mexico,Liga MX,2022/2023,25/03/2023,03:05,Mazatlan FC,Club Leon,1,2,A
Mexico,Liga MX,2022/2023,30/03/2023,04:05,Queretaro,Cruz Azul,2,2,D
Mexico,Liga MX,2022/2023,01/04/2023,02:05,Necaxa,Santos Laguna,0,0,D
Mexico,Liga MX,2022/2023,01/04/2023,04:00,Juarez,Puebla,0,2,A
Mexico,Liga MX,2022/2023,02/04/2023,00:00,Pachuca,Cruz Azul,0,2,A
Mexico,Liga MX,2022/2023,02/04/2023,02:05,Club America,Club Leon,2,2,D
Mexico,Liga MX,2022/2023,02/04/2023,02:15,Monterrey,Club Tijuana,4,0,H
Mexico,Liga MX,2022/2023,02/04/2023,04:10,Atlas,Guadalajara Chivas,3,3,D
Mexico,Liga MX,2022/2023,02/04/2023,19:00,Toluca,Tigres UANL,3,2,H
Mexico,Liga MX,2022/2023,03/04/2023,00:00,Atl. San Luis,Mazatlan FC,2,1,H
Mexico,Liga MX,2022/2023,03/04/2023,02:05,Queretaro,UNAM Pumas,1,0,H
Mexico,Liga MX,2022/2023,08/04/2023,02:05,Puebla,Toluca,1,2,A
Mexico,Liga MX,2022/2023,08/04/2023,04:10,Club Tijuana,Queretaro,1,2,A
Mexico,Liga MX,2022/2023,09/04/2023,00:05,Guadalajara Chivas,Necaxa,1,0,H
Mexico,Liga MX,2022/2023,09/04/2023,02:05,Club Leon,Cruz Azul,0,0,D
Mexico,Liga MX,2022/2023,09/04/2023,02:05,Tigres UANL,Mazatlan FC,1,2,A
Mexico,Liga MX,2022/2023,09/04/2023,04:10,Club America,Monterrey,2,1,H
Mexico,Liga MX,2022/2023,09/04/2023,19:00,UNAM Pumas,Atl. San Luis,3,1,H
Mexico,Liga MX,2022/2023,10/04/2023,01:05,Santos Laguna,Pachuca,1,4,A
Mexico,Liga MX,2022/2023,10/04/2023,03:10,Juarez,Atlas,1,1,D
Mexico,Liga MX,2022/2023,14/04/2023,04:05,Atl. San Luis,Juarez,2,0,H
Mexico,Liga MX,2022/2023,15/04/2023,02:05,Necaxa,Puebla,1,1,D
Mexico,Liga MX,2022/2023,15/04/2023,04:05,Mazatlan FC,Club Tijuana,1,2,A
Mexico,Liga MX,2022/2023,16/04/2023,00:00,Atlas,Pachuca,4,1,H
Mexico,Liga MX,2022/2023,16/04/2023,02:05,Club Leon,Guadalajara Chivas,0,2,A
Mexico,Liga MX,2022/2023,16/04/2023,04:10,Cruz Azul,Club America,1,3,A
Mexico,Liga MX,2022/2023,16/04/2023,19:00,UNAM Pumas,Toluca,3,1,H
Mexico,Liga MX,2022/2023,17/04/2023,00:00,Queretaro,Tigres UANL,0,0,D
Mexico,Liga MX,2022/2023,17/04/2023,02:10,Monterrey,Santos Laguna,1,2,A
Mexico,Liga MX,2022/2023,21/04/2023,03:05,Tigres UANL,Puebla,1,0,H
Mexico,Liga MX,2022/2023,22/04/2023,02:00,Mazatlan FC,Monterrey,0,2,A
Mexico,Liga MX,2022/2023,22/04/2023,02:05,Necaxa,Atlas,1,3,A
Mexico,Liga MX,2022/2023,22/04/2023,04:15,Club Tijuana,Club Leon,0,0,D
Mexico,Liga MX,2022/2023,23/04/2023,00:00,Pachuca,Atl. San Luis,2,1,H
Mexico,Liga MX,2022/2023,23/04/2023,02:05,Guadalajara Chivas,Cruz Azul,2,1,H
Mexico,Liga MX,2022/2023,23/04/2023,04:10,Club America,UNAM Pumas,1,1,D
Mexico,Liga MX,2022/2023,23/04/2023,19:00,Toluca,Juarez,1,1,D
Mexico,Liga MX,2022/2023,24/04/2023,02:05,Santos Laguna,Queretaro,0,2,A
Mexico,Liga MX,2022/2023,29/04/2023,04:05,Juarez,Club America,0,1,A
Mexico,Liga MX,2022/2023,30/04/2023,00:00,Puebla,Club Tijuana,5,2,H
Mexico,Liga MX,2022/2023,30/04/2023,02:00,Atl. San Luis,Atlas,0,0,D
Mexico,Liga MX,2022/2023,30/04/2023,02:05,Guadalajara Chivas,Mazatlan FC,4,1,H
Mexico,Liga MX,2022/2023,30/04/2023,02:05,Monterrey,UNAM Pumas,4,1,H
Mexico,Liga MX,2022/2023,30/04/2023,04:05,Cruz Azul,Santos Laguna,3,2,H
Mexico,Liga MX,2022/2023,30/04/2023,19:00,Toluca,Necaxa,3,0,H
Mexico,Liga MX,2022/2023,01/05/2023,00:00,Queretaro,Pachuca,0,1,A
Mexico,Liga MX,2022/2023,01/05/2023,02:05,Club Leon,Tigres UANL,3,0,H
Mexico,Liga MX,2022/2023,07/05/2023,00:00,Cruz Azul,Atlas,0,1,A
Mexico,Liga MX,2022/2023,07/05/2023,02:10,Pachuca,Santos Laguna,4,4,D
Mexico,Liga MX,2022/2023,08/05/2023,02:06,Club Leon,Atl. San Luis,1,3,A
Mexico,Liga MX,2022/2023,08/05/2023,04:10,Tigres UANL,Puebla,1,0,H
Mexico,Liga MX,2022/2023,11/05/2023,02:00,Santos Laguna,Monterrey,0,0,D
Mexico,Liga MX,2022/2023,11/05/2023,04:10,Atl. San Luis,Club America,1,3,A
Mexico,Liga MX,2022/2023,12/05/2023,02:00,Atlas,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2022/2023,12/05/2023,04:10,Tigres UANL,Toluca,4,1,H
Mexico,Liga MX,2022/2023,14/05/2023,02:06,Monterrey,Santos Laguna,2,0,H
Mexico,Liga MX,2022/2023,14/05/2023,04:16,Club America,Atl. San Luis,1,2,A
Mexico,Liga MX,2022/2023,14/05/2023,19:00,Toluca,Tigres UANL,3,1,H
Mexico,Liga MX,2022/2023,15/05/2023,02:07,Guadalajara Chivas,Atlas,1,0,H
Mexico,Liga MX,2022/2023,18/05/2023,04:00,Tigres UANL,Monterrey,1,1,D
Mexico,Liga MX,2022/2023,19/05/2023,03:10,Guadalajara Chivas,Club America,0,1,A
Mexico,Liga MX,2022/2023,21/05/2023,02:06,Monterrey,Tigres UANL,0,1,A
Mexico,Liga MX,2022/2023,22/05/2023,03:00,Club America,Guadalajara Chivas,1,3,A
Mexico,Liga MX,2022/2023,26/05/2023,03:00,Tigres UANL,Guadalajara Chivas,0,0,D
Mexico,Liga MX,2022/2023,29/05/2023,02:35,Guadalajara Chivas,Tigres UANL,2,3,A
Mexico,Liga MX,2023/2024,01/07/2023,02:00,Club America,Juarez,1,2,A
Mexico,Liga MX,2023/2024,01/07/2023,02:00,Mazatlan FC,Pachuca,1,1,D
Mexico,Liga MX,2023/2024,01/07/2023,04:10,Club Tijuana,UNAM Pumas,2,3,A
Mexico,Liga MX,2023/2024,02/07/2023,00:00,Atl. San Luis,Monterrey,1,1,D
Mexico,Liga MX,2023/2024,02/07/2023,02:00,Tigres UANL,Puebla,1,1,D
Mexico,Liga MX,2023/2024,02/07/2023,04:10,Atlas,Cruz Azul,2,0,H
Mexico,Liga MX,2023/2024,02/07/2023,19:00,Toluca,Necaxa,0,0,D
Mexico,Liga MX,2023/2024,03/07/2023,02:05,Santos Laguna,Queretaro,0,2,A
Mexico,Liga MX,2023/2024,04/07/2023,03:00,Club Leon,Guadalajara Chivas,1,2,A
Mexico,Liga MX,2023/2024,08/07/2023,02:00,Puebla,Santos Laguna,2,3,A
Mexico,Liga MX,2023/2024,08/07/2023,04:00,Necaxa,Club Tijuana,1,1,D
Mexico,Liga MX,2023/2024,09/07/2023,00:50,Cruz Azul,Toluca,0,2,A
Mexico,Liga MX,2023/2024,09/07/2023,01:05,Guadalajara Chivas,Atl. San Luis,3,1,H
Mexico,Liga MX,2023/2024,09/07/2023,01:06,Juarez,Tigres UANL,1,1,D
Mexico,Liga MX,2023/2024,09/07/2023,19:00,UNAM Pumas,Mazatlan FC,0,0,D
Mexico,Liga MX,2023/2024,10/07/2023,02:00,Monterrey,Atlas,1,0,H
Mexico,Liga MX,2023/2024,11/07/2023,03:00,Club Leon,Pachuca,4,0,H
Mexico,Liga MX,2023/2024,14/07/2023,02:05,Santos Laguna,Atlas,0,0,D
Mexico,Liga MX,2023/2024,14/07/2023,04:00,Guadalajara Chivas,Necaxa,2,0,H
Mexico,Liga MX,2023/2024,15/07/2023,02:00,Mazatlan FC,Monterrey,0,3,A
Mexico,Liga MX,2023/2024,15/07/2023,04:10,Club Tijuana,Cruz Azul,2,1,H
Mexico,Liga MX,2023/2024,16/07/2023,00:00,Atl. San Luis,Queretaro,4,1,H
Mexico,Liga MX,2023/2024,16/07/2023,02:00,Club America,Puebla,3,0,H
Mexico,Liga MX,2023/2024,16/07/2023,04:05,Tigres UANL,Club Leon,1,0,H
Mexico,Liga MX,2023/2024,16/07/2023,19:00,Toluca,Juarez,2,4,A
Mexico,Liga MX,2023/2024,17/07/2023,03:15,Pachuca,UNAM Pumas,1,1,D
Mexico,Liga MX,2023/2024,19/08/2023,02:06,Club Leon,Mazatlan FC,2,1,H
Mexico,Liga MX,2023/2024,19/08/2023,04:00,UNAM Pumas,Toluca,1,1,D
Mexico,Liga MX,2023/2024,19/08/2023,04:06,Puebla,Atl. San Luis,1,2,A
Mexico,Liga MX,2023/2024,19/08/2023,04:10,Juarez,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2023/2024,21/08/2023,00:00,Cruz Azul,Santos Laguna,2,2,D
Mexico,Liga MX,2023/2024,21/08/2023,02:06,Queretaro,Pachuca,1,1,D
Mexico,Liga MX,2023/2024,21/08/2023,04:10,Club America,Atlas,1,1,D
Mexico,Liga MX,2023/2024,21/08/2023,04:10,Necaxa,Tigres UANL,0,3,A
Mexico,Liga MX,2023/2024,23/08/2023,02:00,Guadalajara Chivas,Club Tijuana,1,0,H
